id,absolute_timestamp,relative_timestamp,interrogator_timestamp,rssi,epc96,doppler,phase,antenna,rospecid,channelindex,tagseencount,accessspecid,inventoryparameterspecid,lastseentimestamp,antennastate,time (seconds),doppler (),interrogation frequency (Hz),phase (radians),prxval (),prx deoscillated moving parts (),prx moving parts (),prx linear (),wavelength ()
2,10/9/2023 16:10,15411,1.69687E+15,-53,e280116060000209e4454a0a,761,1656,1,1,39,1,0,1,1.69687E+15,0,0.015411,47.5625,921750000,2.540272185,31.7023561,31.59654792,1444291.29,0.005011872,0.325242699
3,10/9/2023 16:10,29620,1.69687E+15,-38,e280116060000209e445ba0a,312,3380,1,1,39,1,0,1,1.69687E+15,0,0.02962,19.5,921750000,5.184855063,16.7023561,16.59654792,45672.50082,0.158489319,0.325242699
4,10/9/2023 16:10,44596,1.69687E+15,-55,e280116060000209e4454c2a,429,1104,1,1,39,1,0,1,1.69687E+15,0,0.044596,26.8125,921750000,1.69351479,33.7023561,33.59654792,2289047.434,0.003162278,0.325242699
5,10/9/2023 16:10,74849,1.69687E+15,-37,e280116060000209e445ba0a,156,1600,1,1,40,1,0,1,1.69687E+15,0,0.074849,9.75,922250000,2.454369261,15.70215788,15.60596863,36357.73859,0.199526231,0.325066368
6,10/9/2023 16:10,102444,1.69687E+15,-36,e280116060000209e445ba0a,-2304,1600,1,1,40,1,0,1,1.69687E+15,0,0.102444,-144,922250000,2.454369261,14.70215788,14.60596863,28879.97831,0.251188643,0.325066368
7,10/9/2023 16:10,114982,1.69687E+15,-38,e280116060000209e445ba0a,-312,1568,1,1,40,1,0,1,1.69687E+15,0,0.114982,-19.5,922250000,2.405281875,16.70215788,16.60596863,45771.68103,0.158489319,0.325066368
8,10/9/2023 16:10,134202,1.69687E+15,-37,e280116060000209e445ba0a,429,1564,1,1,40,1,0,1,1.69687E+15,0,0.134202,26.8125,922250000,2.399145952,15.70215788,15.60596863,36357.73859,0.199526231,0.325066368
9,10/9/2023 16:10,169351,1.69687E+15,-37,e280116060000209e445ba0a,-156,1572,1,1,40,1,0,1,1.69687E+15,0,0.169351,-9.75,922250000,2.411417799,15.70215788,15.60596863,36357.73859,0.199526231,0.325066368
10,10/9/2023 16:10,188497,1.69687E+15,-37,e280116060000209e445ba0a,-117,1596,1,1,40,1,0,1,1.69687E+15,0,0.188497,-7.3125,922250000,2.448233337,15.70215788,15.60596863,36357.73859,0.199526231,0.325066368
11,10/9/2023 16:10,205012,1.69687E+15,-37,e280116060000209e445ba0a,273,1540,1,1,40,1,0,1,1.69687E+15,0,0.205012,17.0625,922250000,2.362330413,15.70215788,15.60596863,36357.73859,0.199526231,0.325066368
12,10/9/2023 16:10,230647,1.69687E+15,-37,e280116060000209e445ba0a,78,1576,1,1,40,1,0,1,1.69687E+15,0,0.230647,4.875,922250000,2.417553722,15.70215788,15.60596863,36357.73859,0.199526231,0.325066368
13,10/9/2023 16:10,275934,1.69687E+15,-52,e280116060000209e4454a0a,117,1500,1,1,41,1,0,1,1.69687E+15,0,0.275934,7.3125,922750000,2.300971182,30.70195456,30.61538423,1152227.995,0.006309573,0.324890228
14,10/9/2023 16:10,300088,1.69687E+15,-53,e280116060000209e4454a0a,-1015,1604,1,1,41,1,0,1,1.69687E+15,0,0.300088,-63.4375,922750000,2.460505184,31.70195456,31.61538423,1450569.102,0.005011872,0.324890228
15,10/9/2023 16:10,320426,1.69687E+15,-38,e280116060000209e445ba0a,273,3308,1,1,41,1,0,1,1.69687E+15,0,0.320426,17.0625,922750000,5.074408446,16.70195456,16.61538423,45871.02267,0.158489319,0.324890228
16,10/9/2023 16:10,340138,1.69687E+15,-54,e280116060000209e445f01a,-156,3708,1,1,41,1,0,1,1.69687E+15,0,0.340138,-9.75,922750000,5.688000761,32.70195456,32.61538423,1826158.305,0.003981072,0.324890228
17,10/9/2023 16:10,361398,1.69687E+15,-54,e280116060000209e4454c2a,351,844,1,1,41,1,0,1,1.69687E+15,0,0.361398,21.9375,922750000,1.294679785,32.70195456,32.61538423,1826158.305,0.003981072,0.324890228
18,10/9/2023 16:10,380078,1.69687E+15,-38,e280116060000209e445ba0a,156,3308,1,1,41,1,0,1,1.69687E+15,0,0.380078,9.75,922750000,5.074408446,16.70195456,16.61538423,45871.02267,0.158489319,0.324890228
19,10/9/2023 16:10,400130,1.69687E+15,-54,e280116060000209e445f01a,2382,3744,1,1,41,1,0,1,1.69687E+15,0,0.40013,148.875,922750000,5.74322407,32.70195456,32.61538423,1826158.305,0.003981072,0.324890228
20,10/9/2023 16:10,413421,1.69687E+15,-38,e280116060000209e445ba0a,-39,3312,1,1,41,1,0,1,1.69687E+15,0,0.413421,-2.4375,922750000,5.080544369,16.70195456,16.61538423,45871.02267,0.158489319,0.324890228
21,10/9/2023 16:10,426349,1.69687E+15,-54,e280116060000209e445f01a,156,3780,1,1,41,1,0,1,1.69687E+15,0,0.426349,9.75,922750000,5.798447378,32.70195456,32.61538423,1826158.305,0.003981072,0.324890228
22,10/9/2023 16:10,450181,1.69687E+15,-38,e280116060000209e445ba0a,273,3316,1,1,41,1,0,1,1.69687E+15,0,0.450181,17.0625,922750000,5.086680293,16.70195456,16.61538423,45871.02267,0.158489319,0.324890228
23,10/9/2023 16:10,470104,1.69687E+15,-54,e280116060000209e445f01a,1289,3600,1,1,41,1,0,1,1.69687E+15,0,0.470104,80.5625,922750000,5.522330836,32.70195456,32.61538423,1826158.305,0.003981072,0.324890228
24,10/9/2023 16:10,490028,1.69687E+15,-38,e280116060000209e445ba0a,78,1916,1,1,42,1,0,1,1.69687E+15,0,0.490028,4.875,923250000,2.93910719,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
25,10/9/2023 16:10,510432,1.69687E+15,-53,e280116060000209e4454c2a,-3125,3260,1,1,42,1,0,1,1.69687E+15,0,0.510432,-195.3125,923250000,5.000777369,31.70174613,31.62479472,1453715.672,0.005011872,0.324714279
26,10/9/2023 16:10,522854,1.69687E+15,-38,e280116060000209e445ba0a,0,1908,1,1,42,1,0,1,1.69687E+15,0,0.522854,0,923250000,2.926835343,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
27,10/9/2023 16:10,549876,1.69687E+15,-38,e280116060000209e445ba0a,-195,1928,1,1,42,1,0,1,1.69687E+15,0,0.549876,-12.1875,923250000,2.957514959,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
28,10/9/2023 16:10,570080,1.69687E+15,-38,e280116060000209e445ba0a,0,1924,1,1,42,1,0,1,1.69687E+15,0,0.57008,0,923250000,2.951379036,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
29,10/9/2023 16:10,582838,1.69687E+15,-38,e280116060000209e445ba0a,-78,1912,1,1,42,1,0,1,1.69687E+15,0,0.582838,-4.875,923250000,2.932971266,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
30,10/9/2023 16:10,595254,1.69687E+15,-38,e280116060000209e445ba0a,468,1884,1,1,42,1,0,1,1.69687E+15,0,0.595254,29.25,923250000,2.890019804,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
31,10/9/2023 16:10,620462,1.69687E+15,-38,e280116060000209e445ba0a,312,1892,1,1,42,1,0,1,1.69687E+15,0,0.620462,19.5,923250000,2.902291651,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
32,10/9/2023 16:10,632978,1.69687E+15,-38,e280116060000209e445ba0a,156,1884,1,1,42,1,0,1,1.69687E+15,0,0.632978,9.75,923250000,2.890019804,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
33,10/9/2023 16:10,645306,1.69687E+15,-53,e280116060000209e4454c2a,3359,3124,1,1,42,1,0,1,1.69687E+15,0,0.645306,209.9375,923250000,4.792155981,31.70174613,31.62479472,1453715.672,0.005011872,0.324714279
34,10/9/2023 16:10,659790,1.69687E+15,-38,e280116060000209e445ba0a,78,1924,1,1,42,1,0,1,1.69687E+15,0,0.65979,4.875,923250000,2.951379036,16.70174613,16.62479472,45970.52594,0.158489319,0.324714279
35,10/9/2023 16:10,680635,1.69687E+15,-38,e280116060000209e445ba0a,78,2172,1,1,43,1,0,1,1.69687E+15,0,0.680635,4.875,923750000,3.331806271,16.70153261,16.63420013,46070.191,0.158489319,0.32453852
36,10/9/2023 16:10,692642,1.69687E+15,-38,e280116060000209e445ba0a,234,2156,1,1,43,1,0,1,1.69687E+15,0,0.692642,14.625,923750000,3.307262579,16.70153261,16.63420013,46070.191,0.158489319,0.32453852
37,10/9/2023 16:10,706194,1.69687E+15,-57,e280116060000209e4454a0a,1660,3748,1,1,43,1,0,1,1.69687E+15,0,0.706194,103.75,923750000,5.749359993,35.70153261,35.63420013,3659485.349,0.001995262,0.32453852
38,10/9/2023 16:10,721506,1.69687E+15,-37,e280116060000209e445ba0a,273,2156,1,1,43,1,0,1,1.69687E+15,0,0.721506,17.0625,923750000,3.307262579,15.70153261,15.63420013,36594.85349,0.199526231,0.32453852
39,10/9/2023 16:10,750131,1.69687E+15,-54,e280116060000209e4454c2a,117,3648,1,1,43,1,0,1,1.69687E+15,0,0.750131,7.3125,923750000,5.595961914,32.70153261,32.63420013,1834087.339,0.003981072,0.32453852
40,10/9/2023 16:10,764630,1.69687E+15,-38,e280116060000209e445ba0a,-117,2168,1,1,43,1,0,1,1.69687E+15,0,0.76463,-7.3125,923750000,3.325670348,16.70153261,16.63420013,46070.191,0.158489319,0.32453852
41,10/9/2023 16:10,777226,1.69687E+15,-38,e280116060000209e445ba0a,-78,2168,1,1,43,1,0,1,1.69687E+15,0,0.777226,-4.875,923750000,3.325670348,16.70153261,16.63420013,46070.191,0.158489319,0.32453852
42,10/9/2023 16:10,790558,1.69687E+15,-38,e280116060000209e445ba0a,-117,2164,1,1,43,1,0,1,1.69687E+15,0,0.790558,-7.3125,923750000,3.319534425,16.70153261,16.63420013,46070.191,0.158489319,0.32453852
43,10/9/2023 16:10,810075,1.69687E+15,-54,e280116060000209e4454c2a,-156,3632,1,1,43,1,0,1,1.69687E+15,0,0.810075,-9.75,923750000,5.571418222,32.70153261,32.63420013,1834087.339,0.003981072,0.32453852
44,10/9/2023 16:10,824078,1.69687E+15,-37,e280116060000209e445ba0a,39,2160,1,1,43,1,0,1,1.69687E+15,0,0.824078,2.4375,923750000,3.313398502,15.70153261,15.63420013,36594.85349,0.199526231,0.32453852
45,10/9/2023 16:10,884365,1.69687E+15,-38,e280116060000209e445ba0a,-78,3896,1,1,44,1,0,1,1.69687E+15,0,0.884365,-4.875,924250000,5.97638915,16.701314,16.64360044,46170.01803,0.158489319,0.324362952
46,10/9/2023 16:10,909209,1.69687E+15,-40,e280116060000209e445ba0a,-156,3060,1,1,44,1,0,1,1.69687E+15,0,0.909209,-9.75,924250000,4.693981211,18.701314,18.64360044,73174.54727,0.1,0.324362952
47,10/9/2023 16:10,939170,1.69687E+15,-38,e280116060000209e445ba0a,-156,3924,1,1,44,1,0,1,1.69687E+15,0,0.93917,-9.75,924250000,6.019340612,16.701314,16.64360044,46170.01803,0.158489319,0.324362952
48,10/9/2023 16:10,951828,1.69687E+15,-54,e280116060000209e4454a0a,3789,2008,1,1,44,1,0,1,1.69687E+15,0,0.951828,236.8125,924250000,3.080233422,32.701314,32.64360044,1838061.524,0.003981072,0.324362952
49,10/9/2023 16:10,964454,1.69687E+15,-54,e280116060000209e4454a0a,2539,2056,1,1,44,1,0,1,1.69687E+15,0,0.964454,158.6875,924250000,3.1538645,32.701314,32.64360044,1838061.524,0.003981072,0.324362952
50,10/9/2023 16:10,976636,1.69687E+15,-38,e280116060000209e445ba0a,-39,3908,1,1,44,1,0,1,1.69687E+15,0,0.976636,-2.4375,924250000,5.994796919,16.701314,16.64360044,46170.01803,0.158489319,0.324362952
51,10/9/2023 16:10,989166,1.69687E+15,-56,e280116060000209e4454c2a,507,1716,1,1,44,1,0,1,1.69687E+15,0,0.989166,31.6875,924250000,2.632311032,34.701314,34.64360044,2913131.197,0.002511886,0.324362952
52,10/9/2023 16:10,1001898,1.69687E+15,-53,e280116060000209e4454a0a,351,2216,1,1,44,1,0,1,1.69687E+15,0,1.001898,21.9375,924250000,3.399301426,31.701314,31.64360044,1460024.166,0.005011872,0.324362952
53,10/9/2023 16:10,1013793,1.69687E+15,-57,e280116060000209e4454c2a,546,1736,1,1,44,1,0,1,1.69687E+15,0,1.013793,34.125,924250000,2.662990648,35.701314,35.64360044,3667414.892,0.001995262,0.324362952
54,10/9/2023 16:10,1026104,1.69687E+15,-38,e280116060000209e445ba0a,234,3900,1,1,44,1,0,1,1.69687E+15,0,1.026104,14.625,924250000,5.982525073,16.701314,16.64360044,46170.01803,0.158489319,0.324362952
55,10/9/2023 16:10,1050274,1.69687E+15,-38,e280116060000209e445ba0a,273,3900,1,1,44,1,0,1,1.69687E+15,0,1.050274,17.0625,924250000,5.982525073,16.701314,16.64360044,46170.01803,0.158489319,0.324362952
56,10/9/2023 16:10,1070738,1.69687E+15,-38,e280116060000209e445ba0a,117,3904,1,1,44,1,0,1,1.69687E+15,0,1.070738,7.3125,924250000,5.988660996,16.701314,16.64360044,46170.01803,0.158489319,0.324362952
57,10/9/2023 16:10,1090176,1.69687E+15,-37,e280116060000209e445ba0a,0,1772,1,1,45,1,0,1,1.69687E+15,0,1.090176,0,924750000,2.718213956,15.7010903,15.65299567,36753.57314,0.199526231,0.324187573
58,10/9/2023 16:10,1102911,1.69687E+15,-37,e280116060000209e445ba0a,39,1724,1,1,45,1,0,1,1.69687E+15,0,1.102911,2.4375,924750000,2.644582878,15.7010903,15.65299567,36753.57314,0.199526231,0.324187573
59,10/9/2023 16:10,1130123,1.69687E+15,-37,e280116060000209e445ba0a,39,1768,1,1,45,1,0,1,1.69687E+15,0,1.130123,2.4375,924750000,2.712078033,15.7010903,15.65299567,36753.57314,0.199526231,0.324187573
60,10/9/2023 16:10,1149670,1.69687E+15,-54,e280116060000209e4454c2a,664,2884,1,1,45,1,0,1,1.69687E+15,0,1.14967,41.5,924750000,4.424000592,32.7010903,32.65299567,1842042.165,0.003981072,0.324187573
61,10/9/2023 16:10,1163677,1.69687E+15,-38,e280116060000209e445ba0a,117,1640,1,1,45,1,0,1,1.69687E+15,0,1.163677,7.3125,924750000,2.515728492,16.7010903,16.65299567,46270.0072,0.158489319,0.324187573
62,10/9/2023 16:10,1196873,1.69687E+15,-39,e280116060000209e445ba0a,-39,2024,1,1,45,1,0,1,1.69687E+15,0,1.196873,-2.4375,924750000,3.104777115,17.7010903,17.65299567,58250.48787,0.125892541,0.324187573
63,10/9/2023 16:10,1226926,1.69687E+15,-37,e280116060000209e445ba0a,390,1756,1,1,45,1,0,1,1.69687E+15,0,1.226926,24.375,924750000,2.693670264,15.7010903,15.65299567,36753.57314,0.199526231,0.324187573
64,10/9/2023 16:10,1243580,1.69687E+15,-53,e280116060000209e4454c2a,-1367,3052,1,1,45,1,0,1,1.69687E+15,0,1.24358,-85.4375,924750000,4.681709365,31.7010903,31.65299567,1463186.101,0.005011872,0.324187573
65,10/9/2023 16:10,1262217,1.69687E+15,-53,e280116060000209e445f01a,195,2488,1,1,45,1,0,1,1.69687E+15,0,1.262217,12.1875,924750000,3.8165442,31.7010903,31.65299567,1463186.101,0.005011872,0.324187573
66,10/9/2023 16:10,1296485,1.69687E+15,-37,e280116060000209e445ba0a,429,1296,1,1,46,1,0,1,1.69687E+15,0,1.296485,26.8125,925250000,1.988039101,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
67,10/9/2023 16:10,1320032,1.69687E+15,-37,e280116060000209e445ba0a,78,1300,1,1,46,1,0,1,1.69687E+15,0,1.320032,4.875,925250000,1.994175024,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
68,10/9/2023 16:10,1333047,1.69687E+15,-37,e280116060000209e445ba0a,234,1316,1,1,46,1,0,1,1.69687E+15,0,1.333047,14.625,925250000,2.018718717,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
69,10/9/2023 16:10,1360323,1.69687E+15,-37,e280116060000209e445ba0a,351,1292,1,1,46,1,0,1,1.69687E+15,0,1.360323,21.9375,925250000,1.981903178,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
70,10/9/2023 16:10,1380220,1.69687E+15,-37,e280116060000209e445ba0a,-390,1320,1,1,46,1,0,1,1.69687E+15,0,1.38022,-24.375,925250000,2.02485464,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
71,10/9/2023 16:10,1393007,1.69687E+15,-37,e280116060000209e445ba0a,156,1308,1,1,46,1,0,1,1.69687E+15,0,1.393007,9.75,925250000,2.006446871,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
72,10/9/2023 16:10,1404923,1.69687E+15,-37,e280116060000209e445ba0a,507,1296,1,1,46,1,0,1,1.69687E+15,0,1.404923,31.6875,925250000,1.988039101,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
73,10/9/2023 16:10,1430178,1.69687E+15,-37,e280116060000209e445ba0a,78,1312,1,1,46,1,0,1,1.69687E+15,0,1.430178,4.875,925250000,2.012582794,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
74,10/9/2023 16:10,1450478,1.69687E+15,-37,e280116060000209e445ba0a,-117,1320,1,1,46,1,0,1,1.69687E+15,0,1.450478,-7.3125,925250000,2.02485464,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
75,10/9/2023 16:10,1470503,1.69687E+15,-37,e280116060000209e445ba0a,312,1320,1,1,46,1,0,1,1.69687E+15,0,1.470503,19.5,925250000,2.02485464,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
76,10/9/2023 16:10,1482735,1.69687E+15,-37,e280116060000209e445ba0a,39,1284,1,1,46,1,0,1,1.69687E+15,0,1.482735,2.4375,925250000,1.969631332,15.70086152,15.66238582,36833.1263,0.199526231,0.324012384
77,10/9/2023 16:10,1501304,1.69687E+15,-38,e280116060000209e445ba0a,195,2008,1,1,47,1,0,1,1.69687E+15,0,1.501304,12.1875,925750000,3.080233422,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
78,10/9/2023 16:10,1515536,1.69687E+15,-57,e280116060000209e4454a0a,2226,3460,1,1,47,1,0,1,1.69687E+15,0,1.515536,139.125,925750000,5.307573526,35.70062768,35.6717709,3691280.854,0.001995262,0.323837384
79,10/9/2023 16:10,1527432,1.69687E+15,-38,e280116060000209e445ba0a,-156,2000,1,1,47,1,0,1,1.69687E+15,0,1.527432,-9.75,925750000,3.067961576,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
80,10/9/2023 16:10,1540850,1.69687E+15,-55,e280116060000209e445f01a,-1523,2812,1,1,47,1,0,1,1.69687E+15,0,1.54085,-95.1875,925750000,4.313553976,33.70062768,33.6717709,2329040.765,0.003162278,0.323837384
81,10/9/2023 16:10,1555912,1.69687E+15,-38,e280116060000209e445ba0a,273,1988,1,1,47,1,0,1,1.69687E+15,0,1.555912,17.0625,925750000,3.049553806,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
82,10/9/2023 16:10,1571682,1.69687E+15,-52,e280116060000209e445f01a,-351,2704,1,1,47,1,0,1,1.69687E+15,0,1.571682,-21.9375,925750000,4.14788405,30.70062768,30.6717709,1167285.498,0.006309573,0.323837384
83,10/9/2023 16:10,1589030,1.69687E+15,-38,e280116060000209e445ba0a,312,2008,1,1,47,1,0,1,1.69687E+15,0,1.58903,19.5,925750000,3.080233422,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
84,10/9/2023 16:10,1602049,1.69687E+15,-38,e280116060000209e445ba0a,351,2012,1,1,47,1,0,1,1.69687E+15,0,1.602049,21.9375,925750000,3.086369345,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
85,10/9/2023 16:10,1630248,1.69687E+15,-38,e280116060000209e445ba0a,312,1980,1,1,47,1,0,1,1.69687E+15,0,1.630248,19.5,925750000,3.03728196,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
86,10/9/2023 16:10,1650885,1.69687E+15,-53,e280116060000209e4454c2a,351,3244,1,1,47,1,0,1,1.69687E+15,0,1.650885,21.9375,925750000,4.976233676,31.70062768,31.6717709,1469525.376,0.005011872,0.323837384
87,10/9/2023 16:10,1663936,1.69687E+15,-54,e280116060000209e4454c2a,-1210,3520,1,1,47,1,0,1,1.69687E+15,0,1.663936,-75.625,925750000,5.399612373,32.70062768,32.6717709,1850022.84,0.003981072,0.323837384
88,10/9/2023 16:10,1677210,1.69687E+15,-38,e280116060000209e445ba0a,117,1992,1,1,47,1,0,1,1.69687E+15,0,1.67721,7.3125,925750000,3.055689729,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
89,10/9/2023 16:10,1690731,1.69687E+15,-38,e280116060000209e445ba0a,234,1996,1,1,47,1,0,1,1.69687E+15,0,1.690731,14.625,925750000,3.061825653,16.70062768,16.6717709,46470.47269,0.158489319,0.323837384
90,10/9/2023 16:10,1704878,1.69687E+15,-37,e280116060000209e445ba0a,351,1192,1,1,48,1,0,1,1.69687E+15,0,1.704878,21.9375,926250000,1.828505099,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
91,10/9/2023 16:10,1718053,1.69687E+15,-37,e280116060000209e445ba0a,-468,1244,1,1,48,1,0,1,1.69687E+15,0,1.718053,-29.25,926250000,1.9082721,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
92,10/9/2023 16:10,1740257,1.69687E+15,-37,e280116060000209e445ba0a,156,1224,1,1,48,1,0,1,1.69687E+15,0,1.740257,9.75,926250000,1.877592484,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
93,10/9/2023 16:10,1760414,1.69687E+15,-37,e280116060000209e445ba0a,156,1232,1,1,48,1,0,1,1.69687E+15,0,1.760414,9.75,926250000,1.889864331,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
94,10/9/2023 16:10,1773277,1.69687E+15,-37,e280116060000209e445ba0a,312,1224,1,1,48,1,0,1,1.69687E+15,0,1.773277,19.5,926250000,1.877592484,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
95,10/9/2023 16:10,1800281,1.69687E+15,-37,e280116060000209e445ba0a,585,1172,1,1,48,1,0,1,1.69687E+15,0,1.800281,36.5625,926250000,1.797825483,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
96,10/9/2023 16:10,1813477,1.69687E+15,-37,e280116060000209e445ba0a,507,1204,1,1,48,1,0,1,1.69687E+15,0,1.813477,31.6875,926250000,1.846912869,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
97,10/9/2023 16:10,1840407,1.69687E+15,-37,e280116060000209e445ba0a,-39,1240,1,1,48,1,0,1,1.69687E+15,0,1.840407,-2.4375,926250000,1.902136177,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
98,10/9/2023 16:10,1852848,1.69687E+15,-37,e280116060000209e445ba0a,312,1216,1,1,48,1,0,1,1.69687E+15,0,1.852848,19.5,926250000,1.865320638,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
99,10/9/2023 16:10,1880191,1.69687E+15,-37,e280116060000209e445ba0a,-195,1240,1,1,48,1,0,1,1.69687E+15,0,1.880191,-12.1875,926250000,1.902136177,15.70038876,15.68115091,36992.61999,0.199526231,0.323662573
100,10/9/2023 16:10,1906182,1.69687E+15,-38,e280116060000209e445ba0a,117,2680,1,1,49,1,0,1,1.69687E+15,0,1.906182,7.3125,926750000,4.111068512,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
101,10/9/2023 16:10,1919033,1.69687E+15,-53,e280116060000209e445f01a,820,3148,1,1,49,1,0,1,1.69687E+15,0,1.919033,51.25,926750000,4.82897152,31.70014479,31.69052586,1475885.228,0.005011872,0.32348795
102,10/9/2023 16:10,1932520,1.69687E+15,-55,e280116060000209e445f01a,195,3240,1,1,49,1,0,1,1.69687E+15,0,1.93252,12.1875,926750000,4.970097753,33.70014479,33.69052586,2339120.451,0.003162278,0.32348795
103,10/9/2023 16:10,1944855,1.69687E+15,-56,e280116060000209e4454c2a,-1484,4056,1,1,49,1,0,1,1.69687E+15,0,1.944855,-92.75,926750000,6.221826076,34.70014479,34.69052586,2944778.177,0.002511886,0.32348795
104,10/9/2023 16:10,1970198,1.69687E+15,-38,e280116060000209e445ba0a,156,2672,1,1,49,1,0,1,1.69687E+15,0,1.970198,9.75,926750000,4.098796665,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
105,10/9/2023 16:10,1990221,1.69687E+15,-38,e280116060000209e445ba0a,195,2672,1,1,49,1,0,1,1.69687E+15,0,1.990221,12.1875,926750000,4.098796665,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
106,10/9/2023 16:10,2010505,1.69687E+15,-38,e280116060000209e445ba0a,39,2684,1,1,49,1,0,1,1.69687E+15,0,2.010505,2.4375,926750000,4.117204435,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
107,10/9/2023 16:10,2023674,1.69687E+15,-55,e280116060000209e4454a0a,1289,368,1,1,49,1,0,1,1.69687E+15,0,2.023674,80.5625,926750000,0.56450493,33.70014479,33.69052586,2339120.451,0.003162278,0.32348795
108,10/9/2023 16:10,2036233,1.69687E+15,-53,e280116060000209e445f01a,-1523,3308,1,1,49,1,0,1,1.69687E+15,0,2.036233,-95.1875,926750000,5.074408446,31.70014479,31.69052586,1475885.228,0.005011872,0.32348795
109,10/9/2023 16:10,2060588,1.69687E+15,-38,e280116060000209e445ba0a,156,2672,1,1,49,1,0,1,1.69687E+15,0,2.060588,9.75,926750000,4.098796665,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
110,10/9/2023 16:10,2072996,1.69687E+15,-38,e280116060000209e445ba0a,234,2672,1,1,49,1,0,1,1.69687E+15,0,2.072996,14.625,926750000,4.098796665,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
111,10/9/2023 16:10,2084812,1.69687E+15,-38,e280116060000209e445ba0a,39,2684,1,1,49,1,0,1,1.69687E+15,0,2.084812,2.4375,926750000,4.117204435,16.70014479,16.69052586,46671.58886,0.158489319,0.32348795
112,10/9/2023 16:10,2097220,1.69687E+15,-54,e280116060000209e445f01a,-429,3208,1,1,49,1,0,1,1.69687E+15,0,2.09722,-26.8125,926750000,4.921010368,32.70014479,32.69052586,1858029.419,0.003981072,0.32348795
113,10/9/2023 16:10,2120280,1.69687E+15,-39,e280116060000209e445ba0a,-39,3016,1,1,50,1,0,1,1.69687E+15,0,2.12028,-2.4375,927250000,4.626486056,17.69989575,17.69989575,58882.95209,0.125892541,0.323313516
114,10/9/2023 16:10,2132660,1.69687E+15,-53,e280116060000209e4454a0a,-156,976,1,1,50,1,0,1,1.69687E+15,0,2.13266,-9.75,927250000,1.497165249,31.69989575,31.69989575,1479072.884,0.005011872,0.323313516
115,10/9/2023 16:10,2160206,1.69687E+15,-54,e280116060000209e4454c2a,-390,388,1,1,50,1,0,1,1.69687E+15,0,2.160206,-24.375,927250000,0.595184546,32.69989575,32.69989575,1862042.44,0.003981072,0.323313516
116,10/9/2023 16:10,2180342,1.69687E+15,-39,e280116060000209e445ba0a,-39,3016,1,1,50,1,0,1,1.69687E+15,0,2.180342,-2.4375,927250000,4.626486056,17.69989575,17.69989575,58882.95209,0.125892541,0.323313516
117,10/9/2023 16:10,2200358,1.69687E+15,-54,e280116060000209e4454c2a,1757,324,1,1,50,1,0,1,1.69687E+15,0,2.200358,109.8125,927250000,0.497009775,32.69989575,32.69989575,1862042.44,0.003981072,0.323313516
118,10/9/2023 16:10,2213259,1.69687E+15,-53,e280116060000209e445f01a,39,3440,1,1,50,1,0,1,1.69687E+15,0,2.213259,2.4375,927250000,5.27689391,31.69989575,31.69989575,1479072.884,0.005011872,0.323313516
